course_type,module,objective_code,poi_topic,question_title,question_text,answer_a,answer_b,answer_c,answer_d,correct_answer,points,question_type,hint,explanation,bank_title,bank_description,source_url
adult_topic,GB-ADULT-EN-4.1.8,GB-AE-4.1.8-Q01,4.1.8,GB Adult 4.1.8 — Q01 — Risk factors,Which four categories interact to create driving risk?,"Driver, vehicle, roadway, and environment","License, title, tax, and registration","Speed, radio, paint, and fuel","Police, courts, schools, and dealers",A,1,single_choice,,"Risk changes as driver, vehicle, roadway, and environmental conditions interact.",Gulf Breeze Adult English — Topic 4.1.8 Participation Bank,Internal participation bank for Managing Risk. The controlled mastery gate administers two questions after Topic 4.1.8.,https://www.dps.texas.gov/internetforms/forms/dl-7.pdf
adult_topic,GB-ADULT-EN-4.1.8,GB-AE-4.1.8-Q02,4.1.8,GB Adult 4.1.8 — Q02 — Distraction choice,A text message arrives while driving. What is the safest response?,Read it at the next red light,Wait until safely parked before handling it,Hold the phone below the window,Ask traffic to slow down,B,1,single_choice,,The task should wait until the vehicle is safely parked.,Gulf Breeze Adult English — Topic 4.1.8 Participation Bank,Internal participation bank for Managing Risk. The controlled mastery gate administers two questions after Topic 4.1.8.,https://www.dps.texas.gov/internetforms/forms/dl-7.pdf
adult_topic,GB-ADULT-EN-4.1.8,GB-AE-4.1.8-Q03,4.1.8,GB Adult 4.1.8 — Q03 — Fatigue warning,What is the correct response to serious drowsiness while driving?,Open a window and continue,Drive faster to arrive sooner,Stop in a safe place and rest or change drivers,Turn up the radio,C,1,single_choice,,Temporary tricks do not replace sleep or a rested driver.,Gulf Breeze Adult English — Topic 4.1.8 Participation Bank,Internal participation bank for Managing Risk. The controlled mastery gate administers two questions after Topic 4.1.8.,https://www.dps.texas.gov/internetforms/forms/dl-7.pdf
adult_topic,GB-ADULT-EN-4.1.8,GB-AE-4.1.8-Q04,4.1.8,GB Adult 4.1.8 — Q04 — Night visibility,Why should speed be reduced when headlights do not illuminate enough stopping distance?,Other vehicles always stop first,Speed limits do not apply at night,High beams guarantee clear pavement,The driver must be able to stop within the visible path,D,1,single_choice,,Do not overdrive the distance that can be seen and confirmed clear.,Gulf Breeze Adult English — Topic 4.1.8 Participation Bank,Internal participation bank for Managing Risk. The controlled mastery gate administers two questions after Topic 4.1.8.,https://www.dps.texas.gov/internetforms/forms/dl-7.pdf
adult_topic,GB-ADULT-EN-4.1.8,GB-AE-4.1.8-Q05,4.1.8,GB Adult 4.1.8 — Q05 — Hydroplaning response,"If tires begin to hydroplane, the driver should generally:",Ease off the accelerator and make smooth corrections,Brake and steer sharply,Accelerate to regain traction,Turn off the headlights,A,1,single_choice,,Smooth speed reduction helps the tires regain contact without adding instability.,Gulf Breeze Adult English — Topic 4.1.8 Participation Bank,Internal participation bank for Managing Risk. The controlled mastery gate administers two questions after Topic 4.1.8.,https://www.dps.texas.gov/internetforms/forms/dl-7.pdf
adult_topic,GB-ADULT-EN-4.1.8,GB-AE-4.1.8-Q06,4.1.8,GB Adult 4.1.8 — Q06 — Skid recovery,What is the key principle when recovering from a skid?,Close your eyes and brake fully,Look and steer toward the intended path without abrupt inputs,Steer away from the intended path,Accelerate through every skid,B,1,single_choice,,Vision and smooth steering toward the desired path support recovery.,Gulf Breeze Adult English — Topic 4.1.8 Participation Bank,Internal participation bank for Managing Risk. The controlled mastery gate administers two questions after Topic 4.1.8.,https://www.dps.texas.gov/internetforms/forms/dl-7.pdf
adult_topic,GB-ADULT-EN-4.1.8,GB-AE-4.1.8-Q07,4.1.8,GB Adult 4.1.8 — Q07 — Aggressive driver,How should a driver respond to another person’s aggressive driving?,Compete for position,Make eye contact and gesture,Create space and avoid escalation,Block the passing lane,C,1,single_choice,,Space and disengagement reduce the chance that aggression becomes violence.,Gulf Breeze Adult English — Topic 4.1.8 Participation Bank,Internal participation bank for Managing Risk. The controlled mastery gate administers two questions after Topic 4.1.8.,https://www.dps.texas.gov/internetforms/forms/dl-7.pdf
adult_topic,GB-ADULT-EN-4.1.8,GB-AE-4.1.8-Q08,4.1.8,GB Adult 4.1.8 — Q08 — Street racing,Why is street racing especially dangerous?,It is safe when traffic is light,Experienced drivers eliminate the risk,Hazard lights protect spectators,It combines extreme speed with uncontrolled public-road hazards,D,1,single_choice,,"Public roads contain unpredictable users, intersections, and limited escape space.",Gulf Breeze Adult English — Topic 4.1.8 Participation Bank,Internal participation bank for Managing Risk. The controlled mastery gate administers two questions after Topic 4.1.8.,https://www.dps.texas.gov/internetforms/forms/dl-7.pdf
adult_topic,GB-ADULT-EN-4.1.8,GB-AE-4.1.8-Q09,4.1.8,GB Adult 4.1.8 — Q09 — Human trafficking report,What should a person do after noticing credible signs of possible human trafficking?,Record useful details safely and report through appropriate emergency or reporting channels,Personally confront the suspected trafficker,Post accusations publicly,Transport everyone involved without help,A,1,single_choice,,Safe observation and appropriate reporting protect the potential victim and the observer.,Gulf Breeze Adult English — Topic 4.1.8 Participation Bank,Internal participation bank for Managing Risk. The controlled mastery gate administers two questions after Topic 4.1.8.,https://www.dps.texas.gov/internetforms/forms/dl-7.pdf
adult_topic,GB-ADULT-EN-4.1.8,GB-AE-4.1.8-Q10,4.1.8,GB Adult 4.1.8 — Q10 — Water safety,Which choice most directly reduces drowning risk during boating?,Staying close to shore without a life jacket,Wearing a properly fitted life jacket,Drinking coffee before boating,Relying on swimming experience,B,1,single_choice,,A properly fitted life jacket is a critical protection during recreational water activity.,Gulf Breeze Adult English — Topic 4.1.8 Participation Bank,Internal participation bank for Managing Risk. The controlled mastery gate administers two questions after Topic 4.1.8.,https://www.dps.texas.gov/internetforms/forms/dl-7.pdf
